name,website,term,count,time,term_snippets
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,increase,10,2020-09-05T10:49:01," serve in good times and bad. we’ve taken a number of steps in support of our team and guests, with increased safety measures and operational changes. and, we’ll continue to do all we can to help navigate 
                    the latest on target’s team support and business, including extended wage increases and backup care 
 know many guests are looking to buy key essentials, and we’re working hard to accommodate increased demand. to ensure as many guests as possible can find the items they need, we’ve taken measures 
 working hard to complete online orders, but due to increased demand, they might be delayed. we apologize for any 
 offers a variety of fulfilment options, and a number of updates are helping us accommodate increased demand, while keeping the safety of our guests and team members in 
 billion more this year in the well-being, health and safety of team members than in 2019, including increased wages, paid leaves, bonus payouts, personal protective equipment, and a donation to the target 
 you hiring new team members to support increased 
 more this year in the well-being, health and safety of team members than it did in 2019, including increased wages, paid leaves, bonus payouts, personal protective equipment, and a donation to the target 
 and distribution center hourly full-time and part-time team members received a $2 temporary wage increase. as of july 5, target permanently raised its starting minimum wage for u.s. team members to $15 per "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,routine,5,2020-09-05T10:49:01," most important preventative measures we can take. we’ve invested in and expanded rigorous cleaning routines 
 cleaning and sanitizing routines at starbucks and cafes in our 
 work environments safe by applying rigorous cleaning routines and regularly communicating updates on guidance from the cdc to our team so they can stay informed 
 rigorous cleaning routines of all high-touch points, sanitized by professional cleaning providers using epa approved and "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,regular cleaning,1,2020-09-05T10:49:01," we’re taking guidance from the centers for disease control and prevention (cdc), which recommends regular cleaning as one of the most important preventative measures we can take. we’ve invested in and expanded "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,signs,1,2020-09-05T10:49:01," than ever. we are providing all team members with a health checklist to track and monitor for any signs or symptoms of illness before coming to work. for any u.s.-based team member without a thermometer, "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,signage,4,2020-09-05T10:49:01," signage throughout 
 signage, overhead audio reminders and stationing team members at store entrances to remind guests to wear 
 including adjusting workstations to abide by six feet distance, staggering breaks and employing signage and floor decals as reminders for healthy hygiene habits and social distancing best practices in "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,hand sanitizer,2,2020-09-05T10:49:01, team members with hand sanitizer and face masks to wear at work and encouraging healthy hygiene habits as guided by the cdc. given 
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,coronavirus,18,2020-09-05T10:49:01," coronavirus 
 coronavirus 
                    here’s how target’s $10 million coronavirus relief fund is helping partners care for 
 more coronavirus 
 by the cdc. given cdc guidance on the role that face masks can play in slowing the spread of the coronavirus and to keep our team and guests safe, we’re requiring team members to wear masks or face coverings 
 i return products at target amid the coronavirus 
 target allowing the use of reusable bags in stores during the coronavirus 
 centers for disease control and prevention on the role masks play in preventing the spread of the coronavirus, our store team members wear masks when they come to work, which we provide for 
 benefits to help all of our team members navigate the impact of the coronavirus. this includes waiving our absenteeism policy, offering quarantine pay for 14 days and confirmed 
 by the cdc. given cdc guidance on the role that face masks can play in slowing the spread of the coronavirus and to keep our team safe, we’re requiring team members to wear face coverings when working in 
 healthy. this includes paid leave options for those who are symptomatic, have a confirmed case of coronavirus, or have been quarantined due to 
 with a number of companies and the federal government to provide public access to additional coronavirus testing, and we continue to work with federal, state and local officials and task force partners to 
 million to expand relief and assistance to team members and organizations helping respond to the coronavirus. the $10 million donation supports four areas: team members, local communities, national "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,shields,1,2020-09-05T10:49:01, shields--sep-- at 
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,face coverings,4,2020-09-05T10:49:01," the coronavirus and to keep our team and guests safe, we’re requiring team members to wear masks or face coverings when working and requiring guests to wear them while in our 
 requiring guests to wear masks or face coverings in all of our stores, except for those with underlying medical conditions and young children. this 
 on the 90% of our stores that already require guests to wear face coverings due to local and state regulations. given the guidance from the centers for disease control and 
 the spread of the coronavirus and to keep our team safe, we’re requiring team members to wear face coverings when working in common "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,prevention,3,2020-09-05T10:49:01," many others, we’re taking guidance from the centers for disease control and prevention (cdc), which recommends regular cleaning as one of the most important preventative measures we can 
 due to local and state regulations. given the guidance from the centers for disease control and prevention on the role masks play in preventing the spread of the coronavirus, our store team members wear 
 coordinated and aligned. in addition to our contacts at the --sep--centers for disease control and prevention--sep--, --sep--the --sep--u.s. department of state--sep-- and the --sep--world health "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,symptoms,5,2020-09-05T10:49:01," including social distance floor decals, wall poster reminders to return home if experiencing symptoms, 
 how is target monitoring the health and symptoms of its team members? 
 we are providing all team members with a health checklist to track and monitor for any signs or symptoms of illness before coming to work. for any u.s.-based team member without a thermometer, we are 
 their wellbeing in the comfort of their home so they don’t have to leave to determine whether symptoms are present. if team members are experiencing symptoms, we will help them access the health "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,response,17,2020-09-05T10:49:01," response to 
 is leading target’s response to 
 internal task force is ensuring our company’s planning, preparedness and response actions are coordinated and aligned. in addition to our contacts at the --sep--centers for disease 
 donation supports four areas: team members, local communities, national organizations and global response 
 organizations:--sep-- $3 million will support national partners assisting with response and recovery for affected 
 response:--sep-- $1 million will support organizations that are helping provide critical medical equipment 
 the grants will go to partners coast to coast, including the --sep--seattle foundation’s covid-19 response fund--sep--, which supports local organizations deploying emergency resources like financial 
 and childcare; the --sep--greater new orleans foundation disaster response and restoration fund--sep-- and its network of community organizations taking care of the elderly 
 organizations--sep--: we’re giving $3 million to support national nonprofits assisting with response and recovery for affected communities. recipients include the --sep--center for disaster 
 supports nonprofits working directly with the most vulnerable populations in order to help build response capabilities; and --sep--feeding america--sep--, the nation’s largest domestic hunger-relief 
 response--sep--: we’re committing $1 million to support organizations helping provide critical medical 
 is also proud to support the united nations foundation’s --sep--covid-19 solidarity response fund--sep-- in support of the world health organization (who). we’re one of the participating 
 of our guests, we provided support to the --sep--united nations foundation’s covid-19 solidarity response fund in support of the world health organization--sep-- and the --sep--center for disaster 
 response to "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,healthcare workers,1,2020-09-05T10:49:01," of global citizen's one world: together at home, the global special event to support frontline healthcare workers and the who. our grant will support ongoing work to track and understand the spread of the virus, "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,first responders,2,2020-09-05T10:49:01," to providing all team members with high-quality disposable face masks and continuing to support first responders and healthcare professionals by donating kn95 respirator masks, we have been working quickly to 
 top of previous donations of anti-viral and n95 respirator masks to first responders and healthcare professionals at more than 50 organizations across the country, target donated an "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,carts,2,2020-09-05T10:49:01, a team member stationed at each store entrance to sanitize carts and baskets between each 
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,guidelines,1,2020-09-05T10:49:01," and in target stores. our internal design team developed these masks, which adhere to cdc guidelines. guests can purchase these stylish but affordable fabric face masks for $2 for a single-pack and $4 "
target,https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub,protocol,1,2020-09-05T10:49:01," including templates and guides for employee health screening, benefits examples and cleaning protocols, as well as social distancing and safe employee "
target,https://corporate.target.com/corporate-responsibility,NaN,NaN,2020-09-05T19:11:27,NaN
target,https://corporate.target.com/corporate-responsibility,safety,8,2020-09-05T19:11:27," public safety 
 safety & quality 
 safety and quality assurance tools and 
 safety and quality assurance tools and "
target,https://corporate.target.com/corporate-responsibility,pandemic,2,2020-09-05T19:11:27,
target,https://corporate.target.com/corporate-responsibility,supply chain,1,2020-09-05T19:11:27,
target,https://corporate.target.com/corporate-responsibility,supply-chain,1,2020-09-05T19:11:27,
target,https://corporate.target.com/corporate-responsibility,virus,3,2020-09-05T19:11:27," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility,require,1,2020-09-05T19:11:27, website requires 
target,https://corporate.target.com/corporate-responsibility,delivery ,1,2020-09-05T19:11:27,
target,https://corporate.target.com/corporate-responsibility,compliance,3,2020-09-05T19:11:27," compliance audit 
 compliance "
target,https://corporate.target.com/corporate-responsibility,test,1,2020-09-05T19:11:27," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus "
target,https://corporate.target.com/corporate-responsibility,pandemic,2,2020-09-05T19:11:27,
target,https://corporate.target.com/corporate-responsibility,coronavirus,3,2020-09-05T19:11:27," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility,response,3,2020-09-05T19:11:27," response to 
 the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/about/,NaN,NaN,2020-09-02T16:15:48,NaN
target,https://corporate.target.com/about/,safety,6,2020-09-02T16:15:48," public safety 
 safety & quality 
 safety and quality assurance tools and 
 safety and quality assurance tools and "
target,https://corporate.target.com/about/,supply chain,1,2020-09-02T16:15:48,
target,https://corporate.target.com/about/,supply-chain,1,2020-09-02T16:15:48,
target,https://corporate.target.com/about/,virus,3,2020-09-02T16:15:48," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/about/,require,1,2020-09-02T16:15:48, website requires 
target,https://corporate.target.com/about/,delivery ,1,2020-09-02T16:15:48,
target,https://corporate.target.com/about/,compliance,3,2020-09-02T16:15:48," compliance audit 
 compliance "
target,https://corporate.target.com/about/,test,2,2020-09-02T16:15:48," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus 
 the latest company news, features & team member "
target,https://corporate.target.com/about/,coronavirus,3,2020-09-02T16:15:48," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/about/,response,3,2020-09-02T16:15:48," response to 
 the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,NaN,NaN,2020-09-07T06:51:02,NaN
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,safety,8,2020-09-07T06:51:02," public safety 
 safety & quality 
 safety and quality assurance tools and 
 safety and quality assurance tools and 
 program, we’ve taken a number of steps in support of our team and guests, with --sep--increased safety measures and operational changes--sep--, as we are committed to helping the families and "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,supply chain,1,2020-09-07T06:51:02,
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,supply-chain,1,2020-09-07T06:51:02,
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,virus,3,2020-09-07T06:51:02," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,require,1,2020-09-07T06:51:02, website requires 
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,delivery ,1,2020-09-07T06:51:02,
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,compliance,3,2020-09-07T06:51:02," compliance audit 
 compliance "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,high,1,2020-09-07T06:51:02," base, travel system, stroller or select baby home gear. select baby home gear includes playards, high chairs, swings, rockers and "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,test,1,2020-09-07T06:51:02," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,increase,1,2020-09-07T06:51:02," seat trade-in program, we’ve taken a number of steps in support of our team and guests, with --sep--increased safety measures and operational changes--sep--, as we are committed to helping the families and "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,coronavirus,3,2020-09-07T06:51:02," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,response,3,2020-09-07T06:51:02," response to 
 the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,NaN,NaN,2020-09-09T13:07:16,NaN
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,safety,8,2020-09-09T13:07:16," public safety 
 safety & quality 
 safety and quality assurance tools and 
 safety and quality assurance tools and 
 program, we’ve taken a number of steps in support of our team and guests, with --sep--increased safety measures and operational changes--sep--, as we are committed to helping the families and "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,supply chain,1,2020-09-09T13:07:16,
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,supply-chain,1,2020-09-09T13:07:16,
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,virus,3,2020-09-09T13:07:16," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,require,1,2020-09-09T13:07:16, website requires 
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,delivery ,1,2020-09-09T13:07:16,
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,compliance,3,2020-09-09T13:07:16," compliance audit 
 compliance "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,high,1,2020-09-09T13:07:16," base, travel system, stroller or select baby home gear. select baby home gear includes playards, high chairs, swings, rockers and "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,test,1,2020-09-09T13:07:16," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,increase,1,2020-09-09T13:07:16," seat trade-in program, we’ve taken a number of steps in support of our team and guests, with --sep--increased safety measures and operational changes--sep--, as we are committed to helping the families and "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,coronavirus,3,2020-09-09T13:07:16," the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
target,https://corporate.target.com/corporate-responsibility/planet/sustainable-products/car-seat-trade-in,response,3,2020-09-09T13:07:16," response to 
 the latest information about target's response to the coronavirus, please visit our --sep--coronavirus information "
walgreens,https://www.walgreens.com/,NaN,NaN,2020-09-05T02:53:18,NaN
walgreens,https://www.walgreens.com/,home delivery,2,2020-09-05T02:53:18," - more pharmacy services--sep--pharmacy chat--sep--refill with rx number--sep--home delivery pharmacy --sep--specialty pharmacy--sep--easy rx delivery--sep--medication 
 information--sep-- --sep-- --sep-- --sep-- --sep--alliancerx walgreens prime--sep-- --sep-- --sep--home delivery pharmacy--sep-- --sep--specialty pharmacy--sep-- --sep-- --sep--business solutions--sep-- "
walgreens,https://www.walgreens.com/,health,48,2020-09-05T02:53:18," prescriptions--sep--insurance--sep--cap preference--sep--label preferences--sep--health history--sep--your account--sep--close menu--sep--close menu--sep--find care--sep--back--sep--find 
 care near you--sep--in-store clinics--sep--flu shots & immunizations--sep--balance rewards for healthy choices--sep--health answers--sep--medicare information--sep--medicaid--sep--coronavirus 
 contact lenses--sep--shop all contact lenses--sep--solutions, drops & cases--sep--eye health supplements--sep--close menu--sep--shop same day--sep--shop products--sep--back--sep--shop 
 lens cases--sep--eye drops for contact lenses--sep--allergy & itchy eye relief--sep--eye health supplements--sep--dry eye relief--sep--sunglasses--sep--redness relief--sep--eye treatments & first 
 pain relief & management--sep--sale on pain relief & management--sep--close menu--sep--digestive health & nausea--sep--back--sep--digestive health & nausea--sep--antacids--sep--laxatives--sep--digestive 
 upset stomach relief--sep--lactose intolerance--sep--probiotics--sep--shop digestive health & nausea--sep--sale on digestive health & nausea--sep--close menu--sep--home tests & 
 home tests & monitoring--sep--sale on home tests & monitoring--sep--close menu--sep--children's health care--sep--back--sep--children's health care--sep--children's allergy & sinus--sep--air 
 & teethers--sep--oral care for children--sep--thermometers--sep--shop children's health care--sep--sale on children's health care--sep--stop smoking--sep--back--sep--stop 
 remedies--sep--allergy & sinus--sep--cough, cold & flu--sep--pain relief--sep--digestive health--sep--children's homeopathic remedies--sep--sleep & snoring--sep--shop homeopathic 
 lens cases--sep--eye drops for contact lenses--sep--allergy & itchy eye relief--sep--eye health supplements--sep--dry eye relief--sep--sunglasses--sep--redness relief--sep--eye treatments & first 
 menu--sep--vitamins & supplements--sep--back--sep--vitamins & supplements--sep--shop by health concern--sep--back--sep--shop by health concern--sep--beauty supplements--sep--prenatal support 
 support supplements--sep--energy support supplements--sep--immune support supplements--sep--eye health supplements--sep--heart health supplements--sep--bone & joint health supplements--sep--brain & 
 supplements--sep--mood support supplements--sep--menopause support supplements--sep--prostate health supplements--sep--diabetes support supplements--sep--other special conditions--sep--senior 
 shop by health concern--sep--sale on shop by health concern--sep--close menu--sep--supplements--sep--back--sep--supplements--sep--glucosamine & joint 
 remedies--sep--allergy & sinus--sep--cough, cold & flu--sep--pain relief--sep--digestive health--sep--children's homeopathic remedies--sep--sleep & snoring--sep--shop homeopathic 
 on vitamins & supplements--sep--weekly deals on vitamins & supplements--sep--close menu--sep--home health care solutions--sep--back--sep--home health care 
 hearing amplifiers & accessories--sep--sale on hearing amplifiers & accessories--sep--shop home health care solutions--sep--sale on home health care solutions--sep--weekly deals on home health 
 pets--sep--pet vitamins & supplements--sep--pet health care--sep--shop pet--sep--sale on pet--sep--close menu--sep--small 
 foods--sep--desserts--sep--meals & sides--sep--shop frozen foods--sep--sale on frozen foods--sep--health foods & sports nutrition--sep--back--sep--health foods & sports nutrition--sep--energy 
 & candy--sep--protein--sep--shop health foods & sports nutrition--sep--sale on health foods & sports nutrition--sep--specialty diets--sep--back--sep--specialty diets--sep--sugar 
 pregnancy & fertility--sep--sale on pregnancy & fertility--sep--children's health care--sep--back--sep--children's health care--sep--children's allergy & sinus--sep--air 
 & teethers--sep--oral care for children--sep--thermometers--sep--shop children's health care--sep--sale on children's health care--sep--baby gear--sep--back--sep--baby gear--sep--car 
 cold & flu--sep--pain relief & management--sep--allergy & sinus--sep--digestive health & nausea--sep--children's medicine & health care--sep--foot care--sep--stop smoking--sep--home 
 menu--sep--vitamins & supplements--sep--back--sep--vitamins & supplements--sep--shop by health concern--sep--multivitamins--sep--letter vitamins a-k--sep--calcium & 
 kids & toys--sep--back--sep--baby, kids & toys--sep--diapering--sep--children's medicine & health care--sep--shop baby, kids & toys--sep--sale on baby, kids & 
 --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep--support your health--sep-- --sep--bogo free & --sep--bogo 50% off--sep-- --sep--select vitamins & supplements*--sep-- 
 --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep--support your health--sep-- --sep--bogo free & --sep--bogo 50% off--sep-- --sep--select vitamins & supplements*--sep-- 
 care--sep-- --sep--medicines & treatments--sep-- --sep--vitamins & supplements--sep-- --sep--home health care solutions--sep-- --sep--household--sep-- --sep--grocery--sep-- --sep--baby, kids & toys--sep-- 
 --sep-- --sep--get exclusive--sep--offers--sep-- --sep--sign up to receive weekly deals, valuable health information and more.--sep-- --sep-- --sep-- --sep-- --sep--email address--sep-- --sep-- --sep-- 
 rewards--sep-- --sep-- --sep--offers--sep-- --sep--program details--sep-- --sep--br for healthy choices--sep-- --sep--faqs--sep-- --sep--terms and conditions--sep-- --sep--contact us--sep-- 
 & deals--sep-- --sep--sweepstakes & promotions--sep-- --sep--special email offers--sep-- --sep--healthcare clinic--sep-- --sep--flu shots--sep-- --sep--photo blog--sep-- --sep--paperless coupons--sep-- "
walgreens,https://www.walgreens.com/,safety,9,2020-09-05T02:53:18," absorbency--sep--shop incontinence--sep--sale on incontinence--sep--close menu--sep--bathroom safety--sep--back--sep--bathroom safety--sep--shower seats--sep--toilet accessories--sep--raised toilet 
 benches--sep--commodes--sep--bath lifts--sep--bath mats--sep--bariatric bathroom safety--sep--shower heads--sep--shop bathroom safety--sep--sale on bathroom safety--sep--close 
 polish--sep--flashlights--sep--fluids--sep--electrical needs--sep--toolbox--sep--glue & tape--sep--safety & security--sep--emergency needs & lighting--sep--shop auto & hardware--sep--sale on auto & 
 filters--sep--shop nursery--sep--sale on nursery--sep--close menu--sep--childproofing & safety--sep--back--sep--childproofing & safety--sep--childproofing essentials--sep--shop childproofing & "
walgreens,https://www.walgreens.com/,mask,3,2020-09-05T02:53:18," care for men--sep--cleansers--sep--treatments--sep--toners--sep--eye skin care--sep--scrubs, masks & exfoliators--sep--lip treatments--sep--skin care tools--sep--skin care sets--sep--shop facial 
 bracelets--sep--lice treatments--sep--jock itch treatments--sep--cast protectors--sep--gloves & masks--sep--shop first aid--sep--sale on first aid--sep--close menu--sep--pain relief & 
 & snoring aids--sep--ear plugs--sep--medicines with sleep aids--sep--nasal strips--sep--sleeping masks--sep--sleep support supplements--sep--shop sleep & snoring aids--sep--sale on sleep & snoring "
walgreens,https://www.walgreens.com/,drive-thru,1,2020-09-05T02:53:18," --sep-- --sep-- --sep--find a walgreens near you--sep-- --sep--search your nearest 24-hour store, drive-thru pharmacy, photo lab and more.--sep-- --sep-- --sep-- --sep-- --sep--zip code--sep-- --sep-- --sep-- "
walgreens,https://www.walgreens.com/,ppe,3,2020-09-05T02:53:18," shaping & enhancing--sep--bottoms--sep--hosiery--sep--socks--sep--sunglasses--sep--slippers--sep--watches & jewelry--sep--solutions for clothing problems--sep--shop accessories and 
 management supplements--sep--fat burners & thermogenics--sep--meal replacement--sep--appetite control--sep--as seen on tv--sep--diet support accessories--sep--shop weight 
 bikes & rowers--sep--toning--sep--weight training--sep--elliptical machines & steppers--sep--shop exercise equipment--sep--sale on exercise equipment--sep--close menu--sep--yoga & "
walgreens,https://www.walgreens.com/,sanitize,5,2020-09-05T02:53:18," treatments--sep--body powder--sep--natural & organic bath & body--sep--hand soap--sep--hand sanitizer--sep--scar & stretch mark treatments--sep--bath tools & accessories--sep--body sprays--sep--baby & 
 toothbrushes, water flossers & replacement heads--sep--mouthwash & rinses--sep--toothbrush covers & sanitizers--sep--teeth whitening--sep--manual toothbrushes & tongue cleaners--sep--floss & 
 treatments--sep--body powder--sep--natural & organic bath & body--sep--hand soap--sep--hand sanitizer--sep--scar & stretch mark treatments--sep--bath tools & accessories--sep--body sprays--sep--baby & 
 & antiseptics--sep--wound care--sep--itching & rash treatments--sep--burn care--sep--hand sanitizer--sep--children's first aid--sep--support wraps--sep--scar & stretch mark treatments--sep--cotton 
 & tape--sep--kids markers & crayons--sep--notebooks & paper--sep--office supplies--sep--hand sanitizer--sep--ink cartridges & printers--sep--pens & pencils--sep--scissors, rulers & compasses--sep--shop "
walgreens,https://www.walgreens.com/,hand sanitizer,4,2020-09-05T02:53:18," treatments--sep--body powder--sep--natural & organic bath & body--sep--hand soap--sep--hand sanitizer--sep--scar & stretch mark treatments--sep--bath tools & accessories--sep--body sprays--sep--baby & 
 treatments--sep--body powder--sep--natural & organic bath & body--sep--hand soap--sep--hand sanitizer--sep--scar & stretch mark treatments--sep--bath tools & accessories--sep--body sprays--sep--baby & 
 & antiseptics--sep--wound care--sep--itching & rash treatments--sep--burn care--sep--hand sanitizer--sep--children's first aid--sep--support wraps--sep--scar & stretch mark treatments--sep--cotton 
 & tape--sep--kids markers & crayons--sep--notebooks & paper--sep--office supplies--sep--hand sanitizer--sep--ink cartridges & printers--sep--pens & pencils--sep--scissors, rulers & compasses--sep--shop "
walgreens,https://www.walgreens.com/,sick,1,2020-09-05T02:53:18, relief--sep--gas relief--sep--constipation relief--sep--motion sickness & nausea--sep--children's upset stomach relief--sep--lactose 
walgreens,https://www.walgreens.com/,virus,1,2020-09-05T02:53:18, for healthy choices--sep--health answers--sep--medicare information--sep--medicaid--sep--coronavirus information and support--sep--find rx coverage--sep--close menu--sep--contact 
walgreens,https://www.walgreens.com/,return policy,1,2020-09-05T02:53:18, apply. --sep--free shipping details--sep-- | --sep--ship to store details--sep-- | --sep--walgreens return policy--sep-- --sep-- --sep-- --sep-- --sep--pricing promise: --sep-- walgreens will honor the lowest 
walgreens,https://www.walgreens.com/,limitation,1,2020-09-05T02:53:18," will honor the lowest price posted on the sales floor for in-store purchases, regardless of time limitations on the sales floor; internet advertised prices excluded as internet price may differ from in-store "
walgreens,https://www.walgreens.com/,bonus,1,2020-09-05T02:53:18, seasonal--sep--shop walgreens brand--sep--sale on walgreens brand--sep--close menu--sep--bonus points--sep--online clearance--sep--sale--sep--weekly deals--sep--shop by brand--sep--shop 
walgreens,https://www.walgreens.com/,sanitizer,5,2020-09-05T02:53:18," treatments--sep--body powder--sep--natural & organic bath & body--sep--hand soap--sep--hand sanitizer--sep--scar & stretch mark treatments--sep--bath tools & accessories--sep--body sprays--sep--baby & 
 toothbrushes, water flossers & replacement heads--sep--mouthwash & rinses--sep--toothbrush covers & sanitizers--sep--teeth whitening--sep--manual toothbrushes & tongue cleaners--sep--floss & 
 treatments--sep--body powder--sep--natural & organic bath & body--sep--hand soap--sep--hand sanitizer--sep--scar & stretch mark treatments--sep--bath tools & accessories--sep--body sprays--sep--baby & 
 & antiseptics--sep--wound care--sep--itching & rash treatments--sep--burn care--sep--hand sanitizer--sep--children's first aid--sep--support wraps--sep--scar & stretch mark treatments--sep--cotton 
 & tape--sep--kids markers & crayons--sep--notebooks & paper--sep--office supplies--sep--hand sanitizer--sep--ink cartridges & printers--sep--pens & pencils--sep--scissors, rulers & compasses--sep--shop "
walgreens,https://www.walgreens.com/,delivery ,3,2020-09-05T02:53:18," - more pharmacy services--sep--pharmacy chat--sep--refill with rx number--sep--home delivery pharmacy --sep--specialty pharmacy--sep--easy rx delivery--sep--medication 
 --sep-- --sep-- --sep-- --sep--alliancerx walgreens prime--sep-- --sep-- --sep--home delivery pharmacy--sep-- --sep--specialty pharmacy--sep-- --sep-- --sep--business solutions--sep-- "
walgreens,https://www.walgreens.com/,masks,3,2020-09-05T02:53:18," care for men--sep--cleansers--sep--treatments--sep--toners--sep--eye skin care--sep--scrubs, masks & exfoliators--sep--lip treatments--sep--skin care tools--sep--skin care sets--sep--shop facial 
 bracelets--sep--lice treatments--sep--jock itch treatments--sep--cast protectors--sep--gloves & masks--sep--shop first aid--sep--sale on first aid--sep--close menu--sep--pain relief & 
 & snoring aids--sep--ear plugs--sep--medicines with sleep aids--sep--nasal strips--sep--sleeping masks--sep--sleep support supplements--sep--shop sleep & snoring aids--sep--sale on sleep & snoring "
walgreens,https://www.walgreens.com/,gloves,2,2020-09-05T02:53:18," bracelets--sep--lice treatments--sep--jock itch treatments--sep--cast protectors--sep--gloves & masks--sep--shop first aid--sep--sale on first aid--sep--close menu--sep--pain relief & 
 accessories--sep--water bottles--sep--mats--sep--exercise balls--sep--books & dvds--sep--gloves--sep--performance & compression--sep--oximeters--sep--heart rate "
walgreens,https://www.walgreens.com/,bonus,1,2020-09-05T02:53:18, seasonal--sep--shop walgreens brand--sep--sale on walgreens brand--sep--close menu--sep--bonus points--sep--online clearance--sep--sale--sep--weekly deals--sep--shop by brand--sep--shop 
walgreens,https://www.walgreens.com/,cleaning supplies,1,2020-09-05T02:53:18, on grocery--sep--household--sep--back--sep--household--sep--batteries--sep--laundry & cleaning supplies--sep--school & office supplies--sep--shop household--sep--sale on 
